N,P,K,temperature,humidity,ph,rainfall,crop,location,season,yield
19,136,201,21.97,82.39,5.87,66.67,grapes,Western Dry Zone,Kharif,5.83
31,131,197,28.91,79.63,5.62,72.47,grapes,Northeast Plain,Whole Year,5.07
34,122,200,26.96,81.08,5.98,71.92,grapes,Western Dry Zone,Kharif,7.02
39,143,198,21.57,78.35,6.17,76.96,grapes,Western Dry Zone,Zaid,5.69
25,138,204,30.79,80.42,5.56,66.21,grapes,Coastal Delta,Rabi,5.14
33,129,198,29.99,81.49,5.79,67.18,grapes,Northeast Plain,Whole Year,5.18
22,123,202,25.79,82.05,5.43,69.27,grapes,Southern Hills,Rabi,5.48
27,136,193,17.3,81.89,5.69,79.14,grapes,Southern Hills,Zaid,6.48
34,131,197,23.75,80.66,6.02,72.77,grapes,Southern Hills,Kharif,6.71
36,132,198,25.01,80.94,5.54,68.61,grapes,Coastal Delta,Whole Year,7.12
30,128,204,17.42,84.26,6.13,70.38,grapes,Coastal Delta,Kharif,6.01
24,136,196,32.89,83.11,5.57,81.56,grapes,Western Dry Zone,Whole Year,6.16
30,135,199,12.34,81.39,5.8,68.26,grapes,Western Dry Zone,Rabi,6.28
31,123,206,31.7,82.4,5.96,64.6,grapes,Western Dry Zone,Whole Year,6.06
28,140,198,25.82,83.5,5.95,62.11,grapes,Central Plateau,Kharif,6.25
31,118,194,39.2,81.8,5.71,76.28,grapes,Central Plateau,Kharif,6.42
25,132,200,29.99,82.94,5.61,66.37,grapes,Central Plateau,Whole Year,6.2
28,135,202,32.31,81.08,5.6,62.76,grapes,Central Plateau,Zaid,5.64
19,131,201,38.16,80.97,5.82,68.98,grapes,Southern Hills,Rabi,6.44
25,121,200,38.02,80.21,5.92,65.45,grapes,Northeast Plain,Whole Year,6.38
28,134,203,17.58,82.46,5.45,61.61,grapes,Central Plateau,Whole Year,5.66
36,124,192,21.55,80.95,5.79,76.13,grapes,Coastal Delta,Zaid,7.0
23,128,197,16.77,80.97,5.75,80.11,grapes,Coastal Delta,Whole Year,6.12
18,135,193,23.64,83.44,5.7,75.39,grapes,Coastal Delta,Zaid,7.15
28,129,196,35.9,82.5,5.56,72.95,grapes,Central Plateau,Whole Year,5.6
18,124,192,33.2,83.3,5.53,66.98,grapes,Central Plateau,Kharif,4.97
25,119,200,34.03,80.98,5.53,63.33,grapes,Coastal Delta,Kharif,7.01
18,122,206,21.28,84.69,5.85,68.9,grapes,Central Plateau,Zaid,5.83
29,140,202,36.34,80.65,5.7,64.28,grapes,Western Dry Zone,Zaid,5.1
82,20,54,26.15,87.92,6.18,39.59,watermelon,Southern Hills,Zaid,5.5
92,11,54,24.06,82.66,5.84,46.6,watermelon,Central Plateau,Whole Year,6.96
79,8,49,24.25,81.82,6.84,37.09,watermelon,Western Dry Zone,Zaid,6.6
94,9,56,24.76,82.05,6.55,35.63,watermelon,Coastal Delta,Kharif,6.96
85,2,56,24.85,85.98,6.59,51.41,watermelon,Coastal Delta,Rabi,6.58
105,16,50,24.62,84.67,6.27,50.22,watermelon,Southern Hills,Whole Year,5.57
78,13,47,26.57,86.63,6.37,58.9,watermelon,Northeast Plain,Zaid,6.82
100,13,48,26.37,81.34,6.29,64.59,watermelon,Coastal Delta,Kharif,5.75
98,25,48,24.19,82.46,6.75,48.07,watermelon,Central Plateau,Rabi,6.0
96,9,54,25.68,82.92,6.68,46.8,watermelon,Northeast Plain,Kharif,5.87
89,2,49,25.08,89.57,6.84,41.54,watermelon,Southern Hills,Zaid,6.47
80,16,53,25.01,82.57,6.74,57.86,watermelon,Coastal Delta,Rabi,6.48
84,14,53,25.15,82.89,6.51,33.33,watermelon,Southern Hills,Kharif,6.9
88,4,56,24.79,82.94,5.98,35.79,watermelon,Northeast Plain,Rabi,6.61
86,10,44,25.2,83.53,6.65,46.74,watermelon,Northeast Plain,Whole Year,6.86
90,16,50,25.5,88.25,6.38,42.31,watermelon,Northeast Plain,Zaid,5.68
87,13,53,23.34,83.01,6.16,44.51,watermelon,Northeast Plain,Rabi,5.75
95,22,54,25.13,85.77,6.2,36.52,watermelon,Northeast Plain,Whole Year,5.94
95,18,44,23.7,84.46,6.71,42.45,watermelon,Coastal Delta,Kharif,6.62
86,11,51,26.28,87.88,6.66,34.39,watermelon,Northeast Plain,Kharif,6.51
90,6,57,23.79,83.62,6.17,50.35,watermelon,Southern Hills,Rabi,6.37
92,6,55,23.91,79.94,5.98,34.66,watermelon,Northeast Plain,Rabi,5.94
86,2,58,24.9,83.17,6.4,47.02,watermelon,Northeast Plain,Zaid,6.04
80,17,50,25.47,86.99,6.91,33.81,watermelon,Northeast Plain,Whole Year,7.1
96,11,45,26.17,89.05,6.52,39.43,watermelon,Northeast Plain,Kharif,6.69
101,3,52,23.22,83.31,6.43,43.97,watermelon,Central Plateau,Whole Year,6.7
97,22,50,23.74,87.7,6.21,47.8,watermelon,Northeast Plain,Kharif,5.84
91,2,46,25.3,87.88,5.89,41.99,watermelon,Northeast Plain,Zaid,7.1
79,20,47,25.03,88.05,6.39,61.14,watermelon,Northeast Plain,Rabi,6.44
81,19,47,25.71,88.17,6.65,51.19,watermelon,Southern Hills,Whole Year,5.9
82,0,47,24.76,82.23,6.53,50.98,watermelon,Coastal Delta,Zaid,5.48
78,2,55,25.26,84.17,6.12,34.85,watermelon,Western Dry Zone,Zaid,6.52
89,8,53,24.87,83.48,6.21,63.23,watermelon,Northeast Plain,Rabi,6.76
94,24,50,25.14,83.84,6.6,39.04,watermelon,Coastal Delta,Rabi,6.64
98,2,47,24.78,82.09,6.73,40.51,watermelon,Western Dry Zone,Whole Year,5.61
102,12,48,26.67,80.85,6.37,56.06,watermelon,Western Dry Zone,Whole Year,6.64
90,14,50,25.77,84.0,6.68,63.79,watermelon,Western Dry Zone,Whole Year,6.58
93,11,49,23.7,89.15,7.05,40.47,watermelon,Southern Hills,Rabi,6.71
98,13,48,25.52,82.4,6.21,34.23,watermelon,Southern Hills,Kharif,6.99
88,14,55,25.97,84.94,6.63,47.95,watermelon,Coastal Delta,Whole Year,6.24
95,8,57,24.87,80.42,6.14,38.56,watermelon,Southern Hills,Kharif,5.81
86,16,51,25.67,80.7,6.54,46.74,watermelon,Southern Hills,Whole Year,5.52
92,21,48,24.0,80.61,6.51,44.1,watermelon,Northeast Plain,Kharif,6.59
83,12,58,25.47,85.42,6.44,38.79,watermelon,Central Plateau,Whole Year,6.17
92,6,44,24.92,83.4,6.88,53.5,watermelon,Central Plateau,Kharif,6.63
82,16,49,25.8,87.91,6.15,54.47,watermelon,Southern Hills,Whole Year,6.93
102,16,50,24.97,79.41,6.88,55.51,watermelon,Northeast Plain,Zaid,5.47
95,24,55,24.59,85.14,6.71,44.17,watermelon,Southern Hills,Rabi,7.34
87,7,45,24.56,85.75,6.79,55.16,watermelon,Western Dry Zone,Zaid,6.87
76,13,52,24.93,82.34,6.75,47.62,watermelon,Coastal Delta,Zaid,7.12
101,18,49,23.88,83.41,6.93,51.11,watermelon,Western Dry Zone,Kharif,6.87
96,9,44,24.02,79.14,6.69,38.03,watermelon,Western Dry Zone,Whole Year,6.49
88,15,50,24.86,84.68,6.81,39.15,watermelon,Coastal Delta,Kharif,6.51
83,18,45,24.78,80.83,5.72,51.13,watermelon,Coastal Delta,Whole Year,6.89
78,10,46,25.05,77.69,6.95,55.06,watermelon,Coastal Delta,Kharif,6.38
91,2,44,23.04,82.88,6.45,53.67,watermelon,Southern Hills,Whole Year,5.99
88,21,44,25.56,91.39,6.01,37.29,watermelon,Northeast Plain,Kharif,5.51
83,10,52,24.53,88.69,5.98,61.75,watermelon,Western Dry Zone,Kharif,5.63
95,4,50,24.85,86.94,6.59,57.13,watermelon,Southern Hills,Zaid,6.5
100,15,48,24.5,87.79,6.78,55.82,watermelon,Coastal Delta,Rabi,6.94
78,8,57,25.14,91.1,6.47,61.18,watermelon,Northeast Plain,Whole Year,5.75
84,6,48,24.33,83.65,6.34,31.85,watermelon,Coastal Delta,Kharif,6.72
80,6,54,26.66,84.77,6.72,38.4,watermelon,Western Dry Zone,Rabi,6.32
91,14,50,24.73,84.52,6.84,45.0,watermelon,Southern Hills,Zaid,5.98
82,10,48,25.64,84.14,6.83,55.6,watermelon,Northeast Plain,Zaid,7.05
86,10,52,24.47,79.34,5.9,42.15,watermelon,Central Plateau,Rabi,5.63
84,18,44,25.79,88.44,6.11,42.55,watermelon,Central Plateau,Zaid,5.77
78,10,48,24.32,81.52,6.33,42.16,watermelon,Coastal Delta,Zaid,5.72
95,12,47,25.2,88.67,6.81,44.78,watermelon,Western Dry Zone,Kharif,5.95
88,6,45,24.82,86.9,6.07,43.94,watermelon,Western Dry Zone,Zaid,6.21
85,22,53,24.58,78.58,6.78,48.26,watermelon,Northeast Plain,Rabi,5.96
94,15,51,24.81,92.01,6.87,57.88,watermelon,Coastal Delta,Kharif,5.92
92,15,53,24.87,86.86,6.41,55.47,watermelon,Northeast Plain,Zaid,6.18
79,14,53,24.74,89.44,6.23,43.39,watermelon,Western Dry Zone,Rabi,6.77
98,14,50,24.01,80.89,6.1,54.04,watermelon,Central Plateau,Kharif,6.7
87,14,55,25.45,82.77,6.22,39.7,watermelon,Northeast Plain,Whole Year,6.01
99,16,52,25.93,86.41,6.6,46.7,watermelon,Western Dry Zone,Zaid,6.78
77,3,55,24.91,85.25,6.65,45.91,watermelon,Central Plateau,Kharif,7.38
84,14,47,26.07,90.84,6.18,44.5,watermelon,Southern Hills,Zaid,5.67
80,17,58,25.08,81.01,6.55,59.16,watermelon,Western Dry Zone,Zaid,6.45
95,10,51,24.3,87.16,6.54,58.76,watermelon,Northeast Plain,Zaid,5.74
95,18,53,25.53,80.79,6.45,44.41,watermelon,Southern Hills,Rabi,5.66
89,11,50,24.68,84.53,6.6,52.75,watermelon,Western Dry Zone,Whole Year,6.94
85,10,48,24.4,88.41,6.37,38.51,watermelon,Northeast Plain,Kharif,5.7
97,5,55,24.58,85.54,6.5,49.36,watermelon,Coastal Delta,Zaid,7.41
103,13,51,24.95,84.72,6.32,60.76,watermelon,Coastal Delta,Zaid,6.72
95,3,59,24.71,87.89,5.94,47.22,watermelon,Coastal Delta,Whole Year,5.63
76,20,48,25.52,79.56,6.91,46.94,watermelon,Northeast Plain,Kharif,6.24
96,7,52,26.01,91.4,6.47,47.48,watermelon,Central Plateau,Kharif,5.91
90,10,51,26.17,84.52,6.34,35.26,watermelon,Western Dry Zone,Kharif,7.23
85,9,56,23.42,82.59,6.03,54.81,watermelon,Northeast Plain,Kharif,5.57
95,4,50,25.75,80.15,6.57,50.95,watermelon,Northeast Plain,Whole Year,6.85
84,17,47,23.65,86.91,5.9,50.87,watermelon,Central Plateau,Zaid,5.58
93,11,51,26.16,84.37,6.34,40.38,watermelon,Southern Hills,Kharif,6.46
89,15,46,24.57,82.6,6.98,52.78,watermelon,Coastal Delta,Whole Year,6.95
96,11,52,23.78,86.68,6.21,44.82,watermelon,Western Dry Zone,Zaid,5.45
82,6,44,24.38,80.24,6.41,46.88,watermelon,Northeast Plain,Kharif,7.46
93,15,52,25.74,85.96,6.31,50.93,watermelon,Southern Hills,Rabi,7.38
87,15,55,26.12,85.66,6.37,42.07,watermelon,Coastal Delta,Kharif,5.71
93,19,47,26.1,79.82,6.62,43.98,watermelon,Central Plateau,Kharif,6.38
95,22,47,29.24,95.19,6.12,35.62,muskmelon,Central Plateau,Rabi,4.98
83,20,54,28.5,91.59,6.11,30.03,muskmelon,Southern Hills,Zaid,5.76
81,12,53,28.0,92.59,6.55,30.29,muskmelon,Northeast Plain,Rabi,4.95
96,10,46,28.61,90.74,6.39,25.5,muskmelon,Coastal Delta,Whole Year,6.27
96,28,50,27.08,96.43,6.32,33.15,muskmelon,Southern Hills,Whole Year,5.58
89,25,50,27.67,91.61,6.88,15.49,muskmelon,Central Plateau,Zaid,6.17
84,21,46,27.83,92.14,6.34,16.73,muskmelon,Southern Hills,Zaid,4.69
94,21,51,28.1,89.61,6.62,37.5,muskmelon,Western Dry Zone,Kharif,5.42
91,8,48,29.08,93.25,6.52,33.43,muskmelon,Southern Hills,Kharif,5.44
79,19,54,27.3,92.02,6.53,30.67,muskmelon,Western Dry Zone,Whole Year,5.34
79,6,50,26.93,92.3,6.16,19.11,muskmelon,Southern Hills,Rabi,5.8
95,14,50,28.21,90.04,6.09,38.74,muskmelon,Coastal Delta,Zaid,5.74
89,16,48,29.57,95.76,6.82,20.95,muskmelon,Northeast Plain,Rabi,5.84
95,5,51,26.64,92.34,6.24,20.38,muskmelon,Northeast Plain,Zaid,5.56
80,23,44,28.59,88.71,6.89,37.18,muskmelon,Central Plateau,Whole Year,6.05
86,24,46,27.24,92.24,5.95,22.01,muskmelon,Central Plateau,Rabi,6.3
100,24,52,27.91,91.3,6.04,14.3,muskmelon,Southern Hills,Kharif,5.57
91,18,47,29.03,94.64,6.43,27.44,muskmelon,Central Plateau,Rabi,5.97
89,9,44,26.69,91.43,6.54,22.07,muskmelon,Coastal Delta,Kharif,5.2
100,14,51,28.07,91.17,6.55,31.49,muskmelon,Northeast Plain,Whole Year,6.03
84,11,51,28.72,93.56,6.32,31.27,muskmelon,Coastal Delta,Kharif,4.71
99,23,46,28.62,91.24,5.98,22.43,muskmelon,Southern Hills,Zaid,4.61
98,27,50,26.34,92.0,6.27,28.16,muskmelon,Southern Hills,Rabi,5.33
100,12,42,29.16,89.37,6.61,26.8,muskmelon,Southern Hills,Zaid,5.07
82,4,55,27.2,94.48,6.76,17.87,muskmelon,Southern Hills,Rabi,5.92
87,18,53,28.96,93.18,5.76,22.94,muskmelon,Southern Hills,Kharif,5.14
96,7,55,27.84,91.84,6.52,21.95,muskmelon,Central Plateau,Whole Year,5.68
76,13,47,27.55,94.17,6.89,21.23,muskmelon,Central Plateau,Kharif,6.24
84,6,49,27.42,92.43,6.08,19.69,muskmelon,Central Plateau,Kharif,4.49
87,15,51,27.44,92.64,6.13,29.01,muskmelon,Western Dry Zone,Whole Year,6.31
86,4,55,28.12,92.94,6.31,24.68,muskmelon,Northeast Plain,Kharif,6.17
100,24,54,26.74,94.65,6.11,28.01,muskmelon,Central Plateau,Kharif,5.8
83,10,50,28.7,90.19,6.65,37.17,muskmelon,Southern Hills,Whole Year,4.84
86,4,54,27.36,94.7,6.09,17.43,muskmelon,Northeast Plain,Zaid,6.0
88,21,51,28.63,94.27,5.94,33.27,muskmelon,Central Plateau,Whole Year,5.93
88,4,47,27.44,89.7,6.56,16.81,muskmelon,Southern Hills,Whole Year,5.55
87,10,43,27.42,92.27,6.39,21.23,muskmelon,Coastal Delta,Zaid,5.33
90,19,49,29.11,89.24,6.53,20.49,muskmelon,Central Plateau,Zaid,5.3
88,3,51,27.31,93.62,6.51,27.23,muskmelon,Central Plateau,Kharif,4.76
85,25,51,27.76,89.65,6.15,21.79,muskmelon,Western Dry Zone,Zaid,4.97
102,16,46,28.25,91.58,6.5,22.07,muskmelon,Central Plateau,Kharif,5.92
96,14,44,29.12,94.23,6.37,38.73,muskmelon,Southern Hills,Kharif,5.87
97,22,54,27.81,94.48,6.41,28.22,muskmelon,Northeast Plain,Rabi,4.63
91,9,57,28.59,88.82,6.57,27.92,muskmelon,Central Plateau,Whole Year,5.74
90,20,52,26.31,93.14,6.18,30.18,muskmelon,Central Plateau,Kharif,5.42
97,15,45,28.64,95.35,5.87,26.8,muskmelon,Southern Hills,Whole Year,4.6
92,16,53,28.8,92.88,6.05,20.9,muskmelon,Southern Hills,Zaid,5.0
96,7,53,28.16,89.98,6.59,25.79,muskmelon,Northeast Plain,Rabi,6.26
101,18,47,28.56,88.41,6.14,29.1,muskmelon,Northeast Plain,Rabi,5.82
79,28,48,27.86,95.66,6.46,23.93,muskmelon,Coastal Delta,Kharif,6.11
90,12,55,29.08,91.75,6.33,26.19,muskmelon,Northeast Plain,Zaid,4.56
89,12,44,27.91,93.94,6.39,28.32,muskmelon,Northeast Plain,Zaid,5.67
96,22,50,27.43,95.15,6.4,19.46,muskmelon,Coastal Delta,Zaid,4.89
94,14,57,27.82,91.74,6.65,33.23,muskmelon,Northeast Plain,Kharif,5.04
90,23,50,28.28,94.46,6.03,20.39,muskmelon,Southern Hills,Whole Year,5.04
87,13,57,26.8,93.14,6.05,24.4,muskmelon,Central Plateau,Zaid,5.8
87,12,49,28.21,92.0,6.34,37.88,muskmelon,Coastal Delta,Kharif,4.31
88,9,51,27.74,92.49,6.77,19.83,muskmelon,Coastal Delta,Zaid,5.06
103,15,42,26.64,89.72,6.89,13.04,muskmelon,Coastal Delta,Rabi,4.33
90,28,51,28.32,90.33,6.92,22.24,muskmelon,Coastal Delta,Kharif,5.36
90,3,49,28.39,92.5,6.49,33.71,muskmelon,Southern Hills,Rabi,5.32
100,24,51,26.41,93.68,6.5,18.36,muskmelon,Southern Hills,Whole Year,4.99
86,19,52,28.75,89.16,6.41,32.54,muskmelon,Central Plateau,Kharif,4.66
89,13,56,27.38,92.52,6.44,18.3,muskmelon,Southern Hills,Whole Year,5.68
85,22,58,28.2,89.92,6.13,29.6,muskmelon,Northeast Plain,Zaid,5.65
102,6,48,28.68,92.73,6.12,25.26,muskmelon,Northeast Plain,Zaid,5.39
92,3,51,26.7,94.97,5.88,19.35,muskmelon,Coastal Delta,Zaid,5.35
98,16,52,27.17,93.66,6.23,30.74,muskmelon,Southern Hills,Rabi,4.48
88,13,51,28.28,88.81,6.42,34.42,muskmelon,Central Plateau,Whole Year,5.54
82,11,43,27.15,91.36,6.3,26.76,muskmelon,Southern Hills,Whole Year,4.57
96,3,50,28.24,93.39,6.13,15.44,muskmelon,Southern Hills,Rabi,4.41
76,14,46,29.67,90.26,5.91,22.72,muskmelon,Southern Hills,Zaid,5.9
81,17,41,27.45,95.04,6.45,31.67,muskmelon,Coastal Delta,Rabi,4.65
91,6,50,27.86,92.03,6.19,21.75,muskmelon,Central Plateau,Rabi,6.09
95,21,48,29.75,95.07,5.85,20.35,muskmelon,Western Dry Zone,Kharif,5.0
86,12,44,28.36,90.7,6.01,18.16,muskmelon,Central Plateau,Rabi,5.63
99,26,44,29.68,91.56,6.65,26.23,muskmelon,Western Dry Zone,Rabi,5.32
84,18,52,28.05,91.01,6.25,34.48,muskmelon,Central Plateau,Rabi,5.67
92,17,55,29.06,93.55,6.87,32.45,muskmelon,Western Dry Zone,Whole Year,5.31
80,24,55,26.84,95.21,7.01,13.43,muskmelon,Central Plateau,Rabi,5.68
94,9,48,28.4,91.16,6.62,17.67,muskmelon,Southern Hills,Whole Year,6.18
94,21,42,29.28,94.71,6.39,35.97,muskmelon,Western Dry Zone,Rabi,6.15
85,2,46,27.89,92.66,6.32,29.92,muskmelon,Western Dry Zone,Kharif,5.48
78,7,42,27.94,90.04,6.42,17.78,muskmelon,Coastal Delta,Zaid,6.24
79,25,53,27.01,88.28,6.33,27.23,muskmelon,Western Dry Zone,Zaid,6.09
97,8,54,26.64,92.15,6.43,18.19,muskmelon,Central Plateau,Rabi,4.94
94,5,43,27.46,94.1,6.54,14.16,muskmelon,Central Plateau,Whole Year,4.51
76,18,56,27.7,92.6,6.49,23.09,muskmelon,Southern Hills,Whole Year,5.95
91,13,45,27.73,87.49,6.19,18.78,muskmelon,Western Dry Zone,Zaid,4.43
103,14,53,28.6,95.86,6.52,32.79,muskmelon,Southern Hills,Rabi,6.04
83,7,56,28.82,95.41,6.22,19.47,muskmelon,Northeast Plain,Kharif,4.75
97,16,53,27.1,91.69,6.84,28.84,muskmelon,Southern Hills,Rabi,5.4
82,16,47,29.21,96.18,6.03,35.44,muskmelon,Southern Hills,Zaid,4.99
83,15,47,28.73,94.89,6.21,28.96,muskmelon,Central Plateau,Kharif,5.23
95,8,48,29.05,89.29,5.99,17.08,muskmelon,Central Plateau,Kharif,5.54
100,17,45,26.47,89.09,6.71,14.01,muskmelon,Southern Hills,Rabi,5.69
98,24,48,28.14,93.7,6.8,24.91,muskmelon,Southern Hills,Whole Year,6.12
80,6,45,27.52,91.3,6.21,37.67,muskmelon,Northeast Plain,Kharif,5.39
88,9,48,27.32,91.35,6.77,30.37,muskmelon,Central Plateau,Whole Year,6.12
87,4,48,27.24,92.66,6.84,26.42,muskmelon,Northeast Plain,Rabi,6.32
21,123,201,22.31,89.32,6.42,128.66,apple,Coastal Delta,Rabi,4.58
27,125,209,20.91,89.38,6.03,100.62,apple,Central Plateau,Zaid,3.06
12,127,204,21.24,89.22,5.94,110.99,apple,Northeast Plain,Zaid,3.61
10,120,199,23.55,89.76,5.5,111.6,apple,Coastal Delta,Kharif,3.55
17,133,192,22.14,91.14,5.31,100.88,apple,Coastal Delta,Kharif,4.24
20,138,196,20.65,92.35,5.6,113.38,apple,Coastal Delta,Kharif,4.36
17,117,206,23.27,90.09,5.26,96.65,apple,Western Dry Zone,Rabi,4.27
22,126,206,22.62,90.84,6.21,94.15,apple,Western Dry Zone,Whole Year,3.97
10,124,205,22.94,92.07,6.56,125.6,apple,Northeast Plain,Whole Year,3.3
18,121,202,21.14,89.76,6.39,110.67,apple,Northeast Plain,Rabi,4.38
24,129,200,21.44,89.02,5.9,101.67,apple,Coastal Delta,Whole Year,3.79
31,124,206,24.22,91.68,5.99,102.34,apple,Southern Hills,Kharif,4.4
25,139,204,22.79,88.6,6.27,124.46,apple,Western Dry Zone,Whole Year,3.38
19,135,198,23.77,92.67,5.65,101.2,apple,Coastal Delta,Rabi,4.13
28,125,206,22.48,88.87,5.76,111.63,apple,Southern Hills,Kharif,3.82
24,131,197,22.06,88.67,6.39,112.58,apple,Coastal Delta,Rabi,3.74
21,125,205,23.32,89.0,5.35,110.22,apple,Central Plateau,Zaid,4.07
14,134,197,21.44,91.02,6.19,109.32,apple,Western Dry Zone,Whole Year,3.6
40,140,200,24.13,91.79,5.63,110.16,apple,Southern Hills,Whole Year,3.55
28,133,200,21.04,89.36,6.3,117.03,apple,Northeast Plain,Zaid,4.05
24,130,193,22.21,92.24,6.43,121.32,apple,Western Dry Zone,Zaid,3.79
25,136,200,23.4,88.54,6.66,128.5,apple,Northeast Plain,Kharif,4.34
27,135,200,22.06,91.89,5.67,106.27,apple,Central Plateau,Zaid,3.18
21,128,198,21.55,91.97,5.68,113.1,apple,Northeast Plain,Kharif,3.69
10,129,194,23.6,92.85,6.23,113.78,apple,Western Dry Zone,Whole Year,3.61
32,117,204,23.43,93.19,5.96,118.62,apple,Central Plateau,Whole Year,3.82
22,119,196,22.72,94.62,6.13,128.38,apple,Northeast Plain,Kharif,3.57
23,134,199,22.69,92.95,6.33,127.92,apple,Central Plateau,Kharif,4.1
21,132,203,23.23,89.82,6.21,112.79,apple,Central Plateau,Rabi,3.92
12,135,208,23.55,94.43,6.01,104.96,apple,Central Plateau,Whole Year,4.55
25,120,201,22.45,90.13,5.97,124.2,apple,Coastal Delta,Whole Year,4.59
10,121,204,22.12,89.14,6.03,116.92,apple,Central Plateau,Zaid,4.09
25,119,196,24.51,90.37,6.28,124.6,apple,Northeast Plain,Rabi,3.0
13,131,205,24.05,91.33,6.15,112.28,apple,Western Dry Zone,Kharif,4.48
16,128,198,22.23,93.41,5.36,105.31,apple,Western Dry Zone,Rabi,4.16
17,131,202,22.31,91.26,5.35,108.9,apple,Northeast Plain,Rabi,3.3
29,132,204,21.78,90.66,5.84,120.94,apple,Coastal Delta,Whole Year,3.49
35,141,201,24.66,92.53,5.49,109.65,apple,Western Dry Zone,Kharif,2.98
19,131,201,24.25,91.02,6.33,118.59,apple,Northeast Plain,Zaid,4.27
21,125,198,21.43,93.4,6.31,96.21,apple,Southern Hills,Whole Year,3.51
13,119,203,22.67,92.69,6.03,116.31,apple,Central Plateau,Kharif,3.96
30,124,200,21.5,95.13,6.63,126.59,apple,Coastal Delta,Kharif,3.34
19,137,198,22.58,90.56,5.76,121.67,apple,Southern Hills,Kharif,4.76
31,139,202,23.54,90.71,6.17,106.84,apple,Coastal Delta,Kharif,3.07
30,117,199,21.19,89.65,5.69,132.38,apple,Western Dry Zone,Whole Year,3.07
28,140,200,21.95,91.53,6.04,113.1,apple,Western Dry Zone,Rabi,3.1
14,134,197,22.11,90.51,6.62,112.99,apple,Western Dry Zone,Rabi,3.87
30,127,200,23.23,91.95,6.54,118.38,apple,Northeast Plain,Kharif,3.83
15,132,192,24.67,92.38,5.74,112.1,apple,Western Dry Zone,Zaid,4.63
22,127,190,24.04,92.27,6.36,103.08,apple,Central Plateau,Zaid,4.52
24,131,202,21.29,89.51,6.07,119.91,apple,Southern Hills,Zaid,3.22
15,119,201,21.4,88.93,6.13,96.3,apple,Northeast Plain,Kharif,3.8
22,133,200,23.91,88.7,5.31,111.85,apple,Coastal Delta,Zaid,4.18
9,136,199,22.23,95.24,6.16,120.96,apple,Northeast Plain,Zaid,4.13
5,143,192,21.56,90.86,6.08,114.46,apple,Central Plateau,Rabi,3.4
32,136,202,22.85,88.25,5.82,113.89,apple,Western Dry Zone,Kharif,3.11
32,130,194,21.68,88.01,6.36,112.17,apple,Northeast Plain,Rabi,3.78
18,134,194,20.57,92.97,6.23,117.45,apple,Coastal Delta,Rabi,3.71
11,117,191,23.66,89.79,5.87,113.05,apple,Western Dry Zone,Zaid,3.74
27,130,204,22.93,90.31,5.75,103.91,apple,Southern Hills,Rabi,3.38
7,129,193,22.04,90.93,6.45,126.92,apple,Coastal Delta,Whole Year,3.38
18,122,205,22.53,89.32,6.46,107.92,apple,Southern Hills,Whole Year,3.18
32,126,202,22.33,92.04,5.78,98.93,apple,Southern Hills,Kharif,3.68
20,132,192,22.49,89.97,6.19,112.61,apple,Western Dry Zone,Whole Year,3.63
19,138,205,20.55,92.66,6.07,113.41,apple,Central Plateau,Whole Year,3.1
15,136,200,22.82,90.64,6.15,106.38,apple,Northeast Plain,Zaid,4.06
21,144,196,21.88,95.26,6.35,106.98,apple,Central Plateau,Kharif,4.18
18,133,206,23.33,87.95,5.8,106.85,apple,Central Plateau,Rabi,3.97
23,122,198,24.04,91.4,6.19,111.43,apple,Western Dry Zone,Kharif,3.24
31,121,199,22.09,89.64,5.89,99.43,apple,Northeast Plain,Whole Year,3.62
29,134,193,20.9,92.92,6.2,92.73,apple,Western Dry Zone,Kharif,3.23
33,132,204,22.48,94.8,5.87,116.69,apple,Southern Hills,Kharif,4.63
13,137,197,20.79,93.96,5.97,129.35,apple,Central Plateau,Kharif,3.72
23,138,197,22.6,89.49,5.56,97.03,apple,Coastal Delta,Kharif,3.09
16,120,203,21.64,93.12,5.71,100.58,apple,Coastal Delta,Zaid,4.72
23,131,197,22.29,94.72,6.11,100.64,apple,Coastal Delta,Kharif,3.24
14,133,194,22.14,90.51,6.05,108.18,apple,Northeast Plain,Rabi,3.91
32,144,198,22.93,90.97,5.57,130.49,apple,Coastal Delta,Zaid,4.36
14,121,198,23.97,92.84,5.32,104.31,apple,Coastal Delta,Zaid,4.04
28,132,194,21.77,92.51,5.74,113.71,apple,Central Plateau,Rabi,3.93
20,135,199,24.03,92.35,6.12,108.1,apple,Northeast Plain,Rabi,3.5
30,130,197,23.3,92.24,5.71,107.91,apple,Northeast Plain,Rabi,4.63
11,125,201,22.15,91.03,6.28,128.79,apple,Coastal Delta,Whole Year,4.61
18,125,198,20.97,92.79,6.19,126.15,apple,Western Dry Zone,Kharif,4.11
34,134,198,22.53,90.09,6.11,126.01,apple,Coastal Delta,Whole Year,4.11
18,121,199,21.12,92.91,5.67,103.28,apple,Central Plateau,Kharif,3.22
20,121,209,21.6,89.58,6.58,114.93,apple,Northeast Plain,Zaid,3.62
9,119,200,23.26,94.18,5.39,128.81,apple,Northeast Plain,Whole Year,4.38
34,138,203,21.68,95.71,6.73,125.1,apple,Coastal Delta,Zaid,4.06
25,140,203,21.69,94.03,5.94,96.74,apple,Southern Hills,Kharif,3.35
